board_certs,doctor,doctor_type,education,gender,individual_rating,languages,npi,overall_patient_ratings,overall_rating,practice,street_address,city_state,zoc_awards
,"Ashton Frulla, NP",Nurse Practitioner,"Skidmore College (Health and Exercise Sciences),Yale University, Master's in Nursing",Male,,English,1235657560,"5,4.5,5",5,"Bobby Buka, MD P.C. Dermatology NYC","135 West 70th Street,214 Sullivan Street,614 Eastern Parkway,10-41 47th Ave,247 East 28th Street,220 Front Street,152 Broadway","New York,NY,10023,New York,NY,10012,Brooklyn,NY,11225,Long Island City,NY,11101,New York,NY,10016,New York,NY,10038,Brooklyn,NY,11211","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
"Beth Israel Medical Center - Petrie Division,Saint Luke's-Roosevelt Hospital Center","Dr. Maryann Mikhail, MD",Dermatologist,"Medical School - New York University, Doctor of Medicine,St. Luke's Roosevelt and Beth Israel Medical Center, Residency in Dermatology",Female,,"Arabic,English,Spanish",1437301645,"5,4.5,5",5,Spring Street Dermatology,"95 Chambers Street,73 Spring Street,, ,Suite 303","New York,NY,10007,New York,NY,10012","icon-see-you-again,icon-rapid-registration"
,Dr. Gilberto Alvarez Del Manzano,,,,,,,,,,,,
"New York University Elaine A. and Kenneth G. Langone Medical Center,The Mount Sinai Hospital","Dr. Melissa Kanchanapoomi Levin, MD",Dermatologist,"Medical School - University of California, San Francisco, Doctor of Medicine,New York University Elaine A. and Kenneth G. Langone Medical Center, Residency in Dermatology",Female,,English,1831488014,"5,4.5,5",5,DOWNTOWN DERMATOLOGY,"291 Broadway,, ,Suite 1803","New York,NY,10007","icon-see-you-again,icon-rapid-registration"
,Dr. Mehran Morovati,,,,,,,,,,,,
American Board of Otolaryngology,"Dr. Amy Wu, MD","Laryngologist, Ear, Nose & Throat Doctor","Medical School - Stanford University, Doctor of Medicine,Saint Luke's-Roosevelt Hospital Center, Fellowship in Laryngology,University of California, San Diego, Residency in Otolaryngology,University of Pennsylvania (Bachelor's)",Female,,"Chinese (Cantonese),Chinese (Mandarin),English",1033355052,"5,5,5",5,Amy Wu MD,"198 Canal St,, ,Suite 403","New York,NY,10013","icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
American Board of Dermatology,"Dr. Rohini Shantharam, MD",Dermatologist,"Hofstra University, Residency in Dermatology,Medical School - Virginia Commonwealth University, Doctor of Medicine",Female,,English,1285077057,"4.5,4.5,4.5",4.5,"Sejal Shah, MD","225 Broadway,, ,Suite 1610","New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
"Hackensack University Medical Center,Lenox Hill Hospital,New York University Elaine A. and Kenneth G. Langone Medical Center","Dr. Shari Reitzen, MD","Facial Plastic & Reconstructive Surgeon, Ear, Nose & Throat Doctor","Medical School - New York University, Doctor of Medicine,New York University Medical Center, Residency in Otolaryngology and Head and Neck Surgery,University of Miami Health System, Fellowship in Facial Plastic and Reconstructive Surgery",Female,,English,1225173370,"4.5,4.5,5",4.5,Tribeca ENT & Facial Plastic Surgery,95 Chambers Street,"New York,NY,10007","icon-rapid-registration,icon-speedy-response"
,Dr. Raul Cortes,,,,,,,,,,,,
"American Board of Plastic Surgery,American Board of Surgery","Dr. Raul Cortes, MD","Hand & Microsurgery Specialist, Plastic Surgeon, Hand Surgeon, Aesthetic Surgeon","Harvard University, Residency in Plastic Surgery,Medical School - Emory University, Doctor of Medicine,University of California, Los Angeles, Fellowship in Hand Surgery,University of Michigan, Residency in General Surgery",Male,,"English,Spanish",1932273240,"5,4.5,5",5,Hudson Spine & Pain Medicine,"281 Broadway,, ,2nd Floor,281 Broadway,, ,1st Floor","New York,NY,10007,New York,NY,10007","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,"Dr. D. Timothy Culotta, DDS","Dentist, Cosmetic Dentist","Dental School - Louisiana State University, Doctor of Dental Surgery",Male,,"English,French,Spanish",1356511943,"5,5,5",5,Village Dental Medicine,"401 6th Avenue,, ,2nd Floor","New York,NY,10014","icon-see-you-again,icon-speedy-response,icon-scheduling-hero"
"Mount Sinai Beth Israel - Petrie Division,Englewood Hospital and Medical Center,Forest Hills Hospital,Staten Island University Hospital - North Site,Lenox Hill Hospital","Dr. Michael Horowitz, MD, FACS","Hand Surgeon, Surgeon","Staten Island University Hospital, Fellowship in Burn Surgery,Staten Island University Hospital, Residency in Surgery,State University of New York, Downstate Medical Center, Internship in Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,University of Connecticut Health Center, Fellowship in Hand Surgery",Male,,English,1447498415,"4.5,4.5,4.5",4.5,Center for Musculoskeletal Disorders/BP Ortho,"1414 Newkirk Avenue,20 East 46th Street,, ,9th Floor,177 North Dean Street,, ,Suite 301,1415 Queen Anne Road,, ,Suite 300,142 Joralemon Street,76-65 Austin Street","Brooklyn,NY,11226,New York,NY,10017,Englewood,NJ,07631,Teaneck,NJ,07666,Brooklyn,NY,11201,Forest Hills,NY,11375","icon-see-you-again,icon-rapid-registration"
,Dr. Scott Hanan,,,,,,,,,,,,
"Saint Luke's-Roosevelt Hospital Center,Mount Sinai Beth Israel - Petrie Division,Elmhurst Hospital Center,Saint John's Riverside Hospital - Andrus Pavilion,The Mount Sinai Hospital,Queens Hospital Center,Beth Israel Medical Center - Kings Highway Division","Dr. Ardeshir Hakami-Kermani, MD","Cardiothoracic Surgeon, Surgeon","Medical School - Aarhus University Faculty of Health,Odense University Hospital, Fellowship in General Surgery,Odense University Hospital, Residency in General Surgery,The Mount Sinai Hospital, Advanced Fellowship in Thoracic Surgery",Male,,"Farsi,Tajik,Russian",1730499898,"5,5,5",5,Mount Sinai Doctors,"3131 Kings Highway,, ,Suite A-7,64 Nagle Avenue","Brooklyn,NY,11234,New York,NY,10040","icon-speedy-response,icon-scheduling-hero"
,Dr. Michael Kassouf,,,,,,,,,,,,
,"Dr. Peter Marta, DO",Surgeon,"Rutgers, The State University of New Jersey (Bachelor’s),Rutgers, The State University of New Jersey, Master’s in Biology,Our Lady of Lourdes Medical Center, Residency in General Surgery,Rutgers, The State University of New Jersey, Residency in General Surgery,Plaza Medical Center of Fort Worth, Internship in Surgery,Medical School - Rutgers, The State University of New Jersey, Doctor of Osteopathic Medicine",Male,,English,1467464479,"5,4.5,5",5,Summit Medical Group,31-00 Broadway,"Fair Lawn,NJ,07410",icon-speedy-response
"American Board of Surgery,Surgical Critical Care (Surgery)","Dr. Sruti Patel, MD",Surgeon,"Medical School - Rutgers, The State University of New Jersey, Doctor of Medicine,State University of New York, Upstate Medical University, Residency in General Surgery",Female,,English,1750600888,"5,4,5",5,Excelcare General Surgery Hackensack,50 Passaic St,"Hackensack,NJ,07601","icon-speedy-response,icon-scheduling-hero"
"Mount Sinai Beth Israel - Petrie Division,Englewood Hospital and Medical Center,Forest Hills Hospital,Staten Island University Hospital - North Site,Lenox Hill Hospital","Dr. Michael Horowitz, MD, FACS","Hand Surgeon, Surgeon","Staten Island University Hospital, Fellowship in Burn Surgery,Staten Island University Hospital, Residency in Surgery,State University of New York, Downstate Medical Center, Internship in Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,University of Connecticut Health Center, Fellowship in Hand Surgery",Male,,English,1447498415,"4.5,4.5,4.5",4.5,Center for Musculoskeletal Disorders/BP Ortho,"1414 Newkirk Avenue,20 East 46th Street,, ,9th Floor,177 North Dean Street,, ,Suite 301,1415 Queen Anne Road,, ,Suite 300,142 Joralemon Street,76-65 Austin Street","Brooklyn,NY,11226,New York,NY,10017,Englewood,NJ,07631,Teaneck,NJ,07666,Brooklyn,NY,11201,Forest Hills,NY,11375","icon-see-you-again,icon-rapid-registration"
Beth Israel Medical Center - Petrie Division,"Dr. Norman Chideckel, MD","Vascular Surgeon, Surgeon","Beth Israel Medical Center, Residency in General Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,State University of New York, Downstate Medical Center, Lutheran Medical Center, Fellowship in Peripheral Vascular Surgery",Male,,"English,Hebrew,Spanish,Yiddish",1548377096,"5,5,5",5,Norman Chideckel,"380 Second Avenue,, ,Suite 1004","New York,NY,10010","icon-see-you-again,icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
,Myoung Park,,,,,,,,,,,,
"American Board of Colon and Rectal Surgery,American Board of Surgery","Dr. Peter Hon, MD","Colorectal Surgeon, Surgeon","Baylor University Medical Center at Dallas, Fellowship in Colon and Rectal Surgery,Medical School - State University of New York, Upstate Medical University, Doctor of Medicine,North Shore-Long Island Jewish Health System, Residency in General Surgery",Male,,English,1487894382,"5,4,5",5,EMU HEALTH,83-40 Woodhaven Blvd,"Glendale,NY,11385","icon-rapid-registration,icon-speedy-response"
,Dr. Stephen Hurst,,,,,,,,,,,,
,Viktoriya Fridman,,,,,,,,,,,,
"American Board of Colon and Rectal Surgery,American Board of Surgery","Dr. Mychailo Fulmes, MD","Colorectal Surgeon, Surgeon","Fairview Hospital, Residency in General Surgery,Lehigh Valley Hospital, Residency in Colon and Rectal Surgery,Medical School - Danylo Halytsky Lviv National Medical University, Doctor of Medicine,Memorial Sloan-Kettering Cancer Center, Fellowship in Colorectal Oncology",Male,,English,1992965974,"5,4,5",5,"Fulmes, Mychailo","2647 Coney Island Ave,30-16 30th Drive","Brooklyn,NY,11223,Astoria,NY,11102",icon-see-you-again
"Flushing Hospital Medical Center,Kingsbrook Jewish Medical Center,New York Methodist Hospital","Dr. Anjan Rau, MD","Vascular Surgeon, Surgeon","Baptist Memorial Hospital, Memphis, Fellowship in Vascular Surgery,Medical School - Bangalore Medical College and Research Institute, Bachelor of Medicine and Bachelor of Surgery",Male,,"English,Spanish",1477504363,"4,3.5,4.5",4,"Park Slope Medical Office, PC","264 1st Street,37-51 91 Street","Brooklyn,NY,11215,Jackson Heights,NY,11372","icon-see-you-again,icon-rapid-registration"
,Dr. Norman Chideckel,,,,,,,,,,,,
"Saint Luke's-Roosevelt Hospital Center,Mount Sinai Beth Israel - Petrie Division,Elmhurst Hospital Center,Saint John's Riverside Hospital - Andrus Pavilion,The Mount Sinai Hospital,Queens Hospital Center,Beth Israel Medical Center - Kings Highway Division","Dr. Ardeshir Hakami-Kermani, MD","Cardiothoracic Surgeon, Surgeon","Medical School - Aarhus University Faculty of Health,Odense University Hospital, Fellowship in General Surgery,Odense University Hospital, Residency in General Surgery,The Mount Sinai Hospital, Advanced Fellowship in Thoracic Surgery",Male,,"Farsi,Tajik,Russian",1730499898,"5,5,5",5,Mount Sinai Doctors,"3131 Kings Highway,, ,Suite A-7,64 Nagle Avenue","Brooklyn,NY,11234,New York,NY,10040","icon-speedy-response,icon-scheduling-hero"
American Board of Surgery,"Dr. Michael Kassouf, MD","Vascular Surgeon, Surgeon","Hospital of Saint Raphael, Residency in General Surgery,Medical School - Université Saint-Joseph Faculté de Médecine,Monmouth Medical Center (General Surgery),State University of New York, Downstate Medical Center, Lutheran Medical Center, Fellowship in Vascular Surgery",Male,,"Russian,English,Arabic,Spanish,French",1609812528,"4,4,4",4,Vein Medic,"346 76th St,315 Madison Ave,, ,Ste 806,280 East 161 Street,40-35 95th Street,99 Moore Street","Brooklyn,NY,11209,New York,NY,10017,Bronx,NY,10451,Elmhurst,NY,11373,Brooklyn,NY,11206","icon-see-you-again,icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
,"Dr. Lawrence Kamhi, MD","Surgeon, Pain Management Specialist","State University of New York, Downstate Medical Center, Kings County Hospital Center, Residency in Anesthesiology,Mount Sinai Medical Center, Residency in Psychiatry,Mount Sinai Medical Center, Residency in General Surgery,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,Memorial Sloan Kettering Cancer Center, Fellowship in Anesthesiology and Pain Management",Male,,English,1477601870,"4.5,2,4.5",4.5,Medex Diagnostic and Treatment Center,111-29 Queens Blvd,"Forest Hills,NY,11375","icon-see-you-again,icon-rapid-registration"
,Dr. Michael Banker,,,,,,,,,,,,
,Dr. Michael Horowitz,,,,,,,,,,,,
,Dr. Norman Chideckel,,,,,,,,,,,,
The Mount Sinai Hospital,"Dr. Sapna Palep, MD",Dermatologist,"Medical School - New York Medical College, Doctor of Medicine,The Mount Sinai Hospital, Residency in Dermatology",Female,,"English,Spanish,Telugu",1104084334,"5,4.5,5",5,Spring Street Dermatology,"95 Chambers Street,73 Spring Street,, ,Suite 303","New York,NY,10007,New York,NY,10012","icon-see-you-again,icon-rapid-registration"
,Dr. Jeanyoung Kim,,,,,,,,,,,,
The Mount Sinai Hospital,"Dr. Helen Radoszycki, MD",Dermatologist,"Lenox Hill Hospital, Internship in Internal Medicine,Medical School - State University of New York, Downstate Medical Center, Doctor of Medicine,State University of New York, Downstate Medical Center, Residency in Dermatology",Female,,English,1073512307,"5,4.5,5",5,Goldman Dermatology,"150 Broadway,, ,Suite 1110","New York,NY,10038","icon-see-you-again,icon-rapid-registration,icon-speedy-response,icon-scheduling-hero"
American Board of Dermatology,"Dr. Alison Gruen, MD",Dermatologist,"Medical School - Yale University, Doctor of Medicine,State University of New York, Downstate Medical Center, Residency in Dermatology",Female,,English,1518982412,"4.5,4.5,4.5",4.5,"Bobby Buka, MD P.C. Dermatology NYC","135 West 70th Street,214 Sullivan Street,614 Eastern Parkway,10-41 47th Ave,247 East 28th Street,220 Front Street,152 Broadway","New York,NY,10023,New York,NY,10012,Brooklyn,NY,11225,Long Island City,NY,11101,New York,NY,10016,New York,NY,10038,Brooklyn,NY,11211","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
American Osteopathic Board of Dermatology,"Dr. Amy Spizuoco, DO",Dermatologist,"Alta Dermatology Group, Residency in Dermatology,Ackerman Academy, Fellowship in Dermatopathology,Lutheran Medical Center (Internship),Alta Dermatology Group (Fellowship),Medical School - New York Institute of Technology, New York College of Osteopathic Medicine, Doctor of Osteopathic Medicine",Female,,English,1285952515,"4.5,4.5,4.5",4.5,"Bobby Buka, MD P.C. Dermatology NYC","135 West 70th Street,214 Sullivan Street,614 Eastern Parkway,10-41 47th Ave,247 East 28th Street,220 Front Street,152 Broadway","New York,NY,10023,New York,NY,10012,Brooklyn,NY,11225,Long Island City,NY,11101,New York,NY,10016,New York,NY,10038,Brooklyn,NY,11211","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
The Mount Sinai Hospital,"Dr. Robert L. Buka, MD, JD",Dermatologist,"Rady Children's Hospital, San Diego, Fellowship in Pediatric Dermatology,University of California, San Diego, Residency in Dermatology,St. Vincent's Hospital, Manhattan, Internship in Internal Medicine,Fordham University, Juris Doctor,Medical School - Northwestern University, Doctor of Medicine",Male,,"Chinese (Cantonese),Chinese (Mandarin),English,Spanish",1427029180,"4.5,4,4.5",4.5,"Bobby Buka, MD P.C. Dermatology NYC","135 West 70th Street,214 Sullivan Street,614 Eastern Parkway,10-41 47th Ave,247 East 28th Street,220 Front Street,152 Broadway","New York,NY,10023,New York,NY,10012,Brooklyn,NY,11225,Long Island City,NY,11101,New York,NY,10016,New York,NY,10038,Brooklyn,NY,11211","icon-see-you-again,icon-rapid-registration,icon-speedy-response"
,Dr. D. Timothy Culotta,,,,,,,,,,,,
American Board of Dermatology,"Dr. Jacob (Yakov) Dudelzak, MD","Procedural Dermatology Specialist, Dermatologist, Cosmetic Dermatologist","Augusta University, Residency in Dermatology,Medical School - Augusta University, Doctor of Medicine,Skin Laser and Surgery Specialists of New York and New Jersey, Fellowship in Mohs and Laser and Cosmetic Surgery,Winthrop-University Hospital, Internship in Internal Medicine",Male,,"English,Russian",1902928997,"4,3.5,4",4,"Accredited Dermatology, Laser & Cosmetic Surgery","151 Hempstead Tpke,2615 East 16th Street,, ,2nd Floor,225 Broadway,, ,Suite 1605,26 Court Street,, ,Suite 808","West Hempstead,NY,11552,Brooklyn,NY,11235,New York,NY,10007,Brooklyn,NY,11242",icon-speedy-response
,Dr. Alexander Heifitz,,,,,,,,,,,,
,"Dr. Vitaliy Fabrikant, DMD","Dentist, Cosmetic Dentist","Dental School - Temple University, Doctor of Dental Medicine,University of Rochester, Eastman Institute for Oral Health, Residency in General Dentistry",Male,,"Russian,Polish,Ukrainian",1477747517,"4.5,4.5,4.5",4.5,Dental Group of NY and NJ,375 South End Avenue,"New York,NY,10280","icon-see-you-again,icon-rapid-registration"
"Beth Israel Medical Center,Beth Israel Medical Center - Petrie Division","Dr. Raymond Yung, MD, FACS","Ear, Nose & Throat Doctor","Medical School - Tufts University, Doctor of Medicine,Saint Elizabeth's Medical Center, Internship in General Surgery,The Mount Sinai Hospital, Residency in Otolaryngology and Head and Neck Surgery",Male,,"Chinese (Cantonese),Chinese (Mandarin),English",1487659975,"4.5,4,4.5",4.5,"Raymond L Yung, MD PC","217 Grand Street,, ,6th Floor,863 50th Street,, ,Suite M4,41-60 Main Street,, ,Suite 310A,217 Grand Street,, ,6th Floor","New York,NY,10013,Brooklyn,NY,11220,Flushing,NY,11355,New York,NY,10013",icon-see-you-again
New York-Presbyterian Hospital / Columbia University Medical Center,"Dr. Bradley Glodny, MD",Dermatologist,"Emory University (Bachelor’s),Icahn School of Medicine at Mount Sinai, Residency in Dermatology,Medical School - State University of New York, Upstate Medical University, Doctor of Medicine",Male,,English,1326347766,"5,4.5,5",5,Tribeca Park Dermatology,32 Ericsson Place,"New York,NY,10013",icon-see-you-again
